date,exercise,reps,weight(lbs),rating
04-OCT-2023,Machine Pec Flies,10,200,good
04-OCT-2023,Machine Pec Flies,10,200,good
04-OCT-2023,Machine Pec Flies,10,200,good
04-OCT-2023,Plank,70,0,good
04-OCT-2023,Plank,70,0,good
04-OCT-2023,Plank,70,0,good
04-OCT-2023,Shrugs,10,50,good
04-OCT-2023,Shrugs,10,50,good
04-OCT-2023,Shrugs,10,50,good
04-OCT-2023,Parallel Bar Leg Raise,10,0,good
04-OCT-2023,Parallel Bar Leg Raise,10,0,good
04-OCT-2023,Parallel Bar Leg Raise,10,0,good
02-OCT-2023,Bicep Curl,12,30,good
02-OCT-2023,Bicep Curl,12,30,good
02-OCT-2023,Bicep Curl,12,30,good
02-OCT-2023,Tricep Pushdown,10,80,warm-up
02-OCT-2023,Tricep Pushdown,10,130,good
02-OCT-2023,Tricep Pushdown,10,130,good
02-OCT-2023,Tricep Pushdown,10,130,good
02-OCT-2023,Seated Row,10,100,warm-up
02-OCT-2023,Seated Row,10,137.5,good
02-OCT-2023,Seated Row,10,137.5,bad
02-OCT-2023,Seated Row,10,130,good
02-OCT-2023,Lat Pulldown,10,85,warm-up
02-OCT-2023,Lat Pulldown,10,130,good
02-OCT-2023,Lat Pulldown,10,130,good
02-OCT-2023,Lat Pulldown,10,130,good
02-OCT-2023,Pullovers,12,50,good
02-OCT-2023,Pullovers,10,50,good
02-OCT-2023,Pullovers,12,50,good
30-SEP-2023,Lateral Lift,20,15,good
30-SEP-2023,Lateral Lift,20,15,good
30-SEP-2023,Lateral Lift,20,15,good
30-SEP-2023,Strict Press,7,145,good
30-SEP-2023,Strict Press,10,135,good
30-SEP-2023,Strict Press,8,135,good
30-SEP-2023,Arnold Press,10,55,good
30-SEP-2023,Arnold Press,10,55,good
30-SEP-2023,Arnold Press,10,55,good
30-SEP-2023,Full Cans,20,10,good
30-SEP-2023,Full Cans,20,10,good
30-SEP-2023,Full Cans,20,10,good
30-SEP-2023,Delt Flies,10,100,good
30-SEP-2023,Delt Flies,10,100,good
30-SEP-2023,Delt Flies,10,100,good
30-SEP-2023,Squats,2,45,warm-up
30-SEP-2023,Squats,5,135,warm-up
30-SEP-2023,Squats,5,225,good
30-SEP-2023,Squats,5,255,good
30-SEP-2023,Squats,2,265,fun
30-SEP-2023,Squats,5,225,good
30-SEP-2023,Squats,5,225,good
30-SEP-2023,Squat Walk-Out,1,365,good
30-SEP-2023,Single-Arm Dumbbell Lunges,10,45,good
30-SEP-2023,Single-Arm Dumbbell Lunges,10,45,good
30-SEP-2023,Single-Arm Dumbbell Lunges,10,45,good
30-SEP-2023,Single-Leg Leg Curl,5,80,warm-up
30-SEP-2023,Single-Leg Leg Curl,10,115,good
30-SEP-2023,Single-Leg Leg Curl,10,115,good
30-SEP-2023,Single-Leg Leg Curl,10,120,good
30-SEP-2023,Single-Leg Leg Extension,5,90,warm-up
30-SEP-2023,Single-Leg Leg Extension,10,125,good
30-SEP-2023,Single-Leg Leg Extension,10,125,good
30-SEP-2023,Single-Leg Leg Extension,10,125,good
29-SEP-2023,Machine Hip Adductors,15,90,good
29-SEP-2023,Machine Hip Adductors,15,90,good
29-SEP-2023,Machine Hip Adductors,15,90,good
29-SEP-2023,Machine Hip Abductors,15,90,good
29-SEP-2023,Machine Hip Abductors,15,90,good
29-SEP-2023,Machine Hip Abductors,15,90,good
27-SEP-2023,Bench Press,10,135,warm-up
27-SEP-2023,Bench Press,10,225,good
27-SEP-2023,Bench Press,1,275,warm-up
27-SEP-2023,Bench Press,1,300,failure
27-SEP-2023,Bench Press,1,285,failure
27-SEP-2023,Bench Press,8,225,good
27-SEP-2023,Bench Press,8,225,good
27-SEP-2023,Incline Dumbbell Press,10,65,good
27-SEP-2023,Incline Dumbbell Press,10,65,good
27-SEP-2023,Incline Dumbbell Press,10,65,good
27-SEP-2023,Machine Pec Flies,10,100,warm-up
27-SEP-2023,Machine Pec Flies,10,200,good
27-SEP-2023,Machine Pec Flies,8,200,good
27-SEP-2023,Machine Pec Flies,8,200,good
27-SEP-2023,Deadlift,5,135,warm-up
27-SEP-2023,Deadlift,5,225,warm-up
27-SEP-2023,Deadlift,5,285,good
27-SEP-2023,Deadlift,5,285,good
27-SEP-2023,Deadlift,5,285,good
27-SEP-2023,Deadlift,5,285,good
27-SEP-2023,Deadlift,1,285,fun
27-SEP-2023,Shrugs,10,50,good
27-SEP-2023,Shrugs,12,50,good
27-SEP-2023,Shrugs,12,50,good
27-SEP-2023,Single-Arm Farmer's Carry,60,50,good
27-SEP-2023,Single-Arm Farmer's Carry,60,50,good
27-SEP-2023,Single-Arm Farmer's Carry,60,50,good
25-SEP-2023,Bicep Curl,8,35,bad
25-SEP-2023,Bicep Curl,12,30,good
25-SEP-2023,Bicep Curl,12,30,good
25-SEP-2023,Concentration Curl,12,25,good
25-SEP-2023,Concentration Curl,10,25,good
25-SEP-2023,Concentration Curl,10,25,bad
25-SEP-2023,Overhead Tricep Extension,10,35,good
25-SEP-2023,Overhead Tricep Extension,10,35,good
25-SEP-2023,Overhead Tricep Extension,10,35,failure (L)
25-SEP-2023,Tricep Pushdown,10,80,warm-up
25-SEP-2023,Tricep Pushdown,10,130,good
25-SEP-2023,Tricep Pushdown,10,130,good
25-SEP-2023,Tricep Pushdown,10,130,bad
25-SEP-2023,Skullcrushers,10,82,good
25-SEP-2023,Skullcrushers,10,82,good
25-SEP-2023,Skullcrushers,10,82,good
25-SEP-2023,Lawnmowers,10,65,good
25-SEP-2023,Lawnmowers,8,70,good
25-SEP-2023,Lawnmowers,8,70,good
25-SEP-2023,Seated Row,10,100,warm-up
25-SEP-2023,Seated Row,12,130,good
25-SEP-2023,Seated Row,12,130,good
25-SEP-2023,Seated Row,10,137.5,good
25-SEP-2023,Lat Pulldown,10,100,warm-up
25-SEP-2023,Lat Pulldown,10,130,good
25-SEP-2023,Lat Pulldown,10,130,good
25-SEP-2023,Lat Pulldown,10,137.5,bad
25-SEP-2023,Pullovers,8,50,good
25-SEP-2023,Pullovers,10,50,good
25-SEP-2023,Pullovers,10,50,bad
25-SEP-2023,Wide-Grip Pull-Up,7,-90,good
25-SEP-2023,Wide-Grip Pull-Up,6,-90,bad
25-SEP-2023,Wide-Grip Pull-Up,6,-90,failure
23-SEP-2023,Strict Press,10,135,good
23-SEP-2023,Strict Press,8,145,good
23-SEP-2023,Strict Press,7,145,good
23-SEP-2023,Arnold Press,10,50,good
23-SEP-2023,Arnold Press,10,50,good
23-SEP-2023,Arnold Press,10,50,good
23-SEP-2023,Full Cans,20,10,good
23-SEP-2023,Full Cans,20,10,good
23-SEP-2023,Full Cans,20,10,good
23-SEP-2023,Delt Flies,10,100,good
23-SEP-2023,Delt Flies,10,100,good
23-SEP-2023,Delt Flies,10,100,good
23-SEP-2023,Squats,5,135,warm-up
23-SEP-2023,Squats,5,225,good
23-SEP-2023,Squats,5,255,good
23-SEP-2023,Squats,5,265,good
23-SEP-2023,Squats,5,265,good
23-SEP-2023,Squats,5,255,good
23-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
23-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
23-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
23-SEP-2023,Single-Leg Leg Curl,5,90,warm-up
23-SEP-2023,Single-Leg Leg Curl,10,115,good
23-SEP-2023,Single-Leg Leg Curl,10,115,good
23-SEP-2023,Single-Leg Leg Curl,10,115,good
23-SEP-2023,Single-Leg Leg Extension,5,90,warm-up
23-SEP-2023,Single-Leg Leg Extension,10,125,good
23-SEP-2023,Single-Leg Leg Extension,10,125,good
23-SEP-2023,Single-Leg Leg Extension,10,125,good
20-SEP-2023,Bench Press,5,135,warm-up
20-SEP-2023,Bench Press,8,225,good
20-SEP-2023,Bench Press,8,225,good
20-SEP-2023,Bench Press,12,185,good
20-SEP-2023,Incline Dumbbell Press,10,65,good
20-SEP-2023,Incline Dumbbell Press,10,65,good
20-SEP-2023,Incline Dumbbell Press,10,65,good
20-SEP-2023,Deadlift,5,165,warm-up
20-SEP-2023,Deadlift,5,225,warm-up
20-SEP-2023,Deadlift,5,285,good
20-SEP-2023,Deadlift,5,285,good
20-SEP-2023,Deadlift,5,275,good
20-SEP-2023,Deadlift,5,275,good
20-SEP-2023,Deadlift,8,225,good
20-SEP-2023,Shrugs,10,50,good
20-SEP-2023,Shrugs,10,50,good
20-SEP-2023,Shrugs,10,50,good
20-SEP-2023,Plank,60,0,good
20-SEP-2023,Plank,60,0,good
20-SEP-2023,Plank,60,0,good
20-SEP-2023,Side-Plank,40,0,good
20-SEP-2023,Side-Plank,40,0,good
18-SEP-2023,Machine Hip Abductors,12,100,good
18-SEP-2023,Machine Hip Abductors,10,105,good
18-SEP-2023,Machine Hip Abductors,10,105,good
18-SEP-2023,Machine Hip Adductors,10,100,good
18-SEP-2023,Machine Hip Adductors,10,100,good
18-SEP-2023,Machine Hip Adductors,10,100,good
18-SEP-2023,Bicep Curl,20,20,good
18-SEP-2023,Bicep Curl,15,25,good
18-SEP-2023,Bicep Curl,12,30,good
18-SEP-2023,Concentration Curl,12,20,good
18-SEP-2023,Concentration Curl,12,20,good
18-SEP-2023,Concentration Curl,12,20,good
18-SEP-2023,Overhead Tricep Extension,10,35,good
18-SEP-2023,Overhead Tricep Extension,10,35,good
18-SEP-2023,Overhead Tricep Extension,10,35,failure (L)
18-SEP-2023,Skullcrushers,10,82,good
18-SEP-2023,Lawnmowers,10,65,good
18-SEP-2023,Lawnmowers,10,65,good
18-SEP-2023,Lawnmowers,10,65,good
18-SEP-2023,Seated Row,12,130,good
18-SEP-2023,Seated Row,12,130,good
18-SEP-2023,Seated Row,12,130,good
18-SEP-2023,Lat Pulldown,10,130,bad
18-SEP-2023,Lat Pulldown,10,130,good
18-SEP-2023,Lat Pulldown,10,130,bad
18-SEP-2023,Pullovers,8,50,good
18-SEP-2023,Pullovers,8,50,good
18-SEP-2023,Pullovers,8,50,good
16-SEP-2023,Strict Press,8,145,good
16-SEP-2023,Strict Press,6,145,good
16-SEP-2023,Strict Press,8,135,good
16-SEP-2023,Arnold Press,10,50,good
16-SEP-2023,Arnold Press,10,50,good
16-SEP-2023,Arnold Press,10,50,good
16-SEP-2023,Full Cans,20,10,good
16-SEP-2023,Full Cans,20,10,good
16-SEP-2023,Delt Flies,5,55,warm-up
16-SEP-2023,Delt Flies,10,85,good
16-SEP-2023,Delt Flies,10,85,good
16-SEP-2023,Squats,5,135,warm-up
16-SEP-2023,Squats,10,225,good
16-SEP-2023,Squats,10,225,good
16-SEP-2023,Squats,10,225,good
16-SEP-2023,Squats,1,275,fun
16-SEP-2023,Single-Leg Leg Curl,5,55,warm-up
16-SEP-2023,Single-Leg Leg Curl,10,85,good
16-SEP-2023,Single-Leg Leg Curl,10,85,good
16-SEP-2023,Single-Leg Leg Curl,10,85,good
16-SEP-2023,Single-Leg Leg Extension,5,60,warm-up
16-SEP-2023,Single-Leg Leg Extension,10,90,good
16-SEP-2023,Single-Leg Leg Extension,10,90,good
16-SEP-2023,Single-Leg Leg Extension,10,90,good
13-SEP-2023,Bench Press,7,135,warm-up
13-SEP-2023,Bench Press,10,225,good
13-SEP-2023,Bench Press,8,225,good
13-SEP-2023,Bench Press,8,225,failure
13-SEP-2023,Bench Press,8,205,good
13-SEP-2023,Incline Dumbbell Press,10,65,good
13-SEP-2023,Incline Dumbbell Press,10,65,good
13-SEP-2023,Incline Dumbbell Press,10,65,good
13-SEP-2023,Machine Pec Flies,10,195,good
13-SEP-2023,Machine Pec Flies,10,195,good
13-SEP-2023,Machine Pec Flies,6,190,downset
13-SEP-2023,Machine Pec Flies,4,175,downset
13-SEP-2023,Plank,70,0,good
13-SEP-2023,Plank,70,0,good
13-SEP-2023,Plank,70,0,good
13-SEP-2023,Side-Plank,40,0,good
13-SEP-2023,Side-Plank,40,0,good
13-SEP-2023,Side-Plank,40,0,good
13-SEP-2023,Single-Arm Farmer's Carry,60,50,good
13-SEP-2023,Single-Arm Farmer's Carry,60,50,good
13-SEP-2023,Single-Arm Farmer's Carry,60,50,good
13-SEP-2023,Shrugs,10,50,good
13-SEP-2023,Shrugs,10,50,good
13-SEP-2023,Shrugs,10,50,good
13-SEP-2023,Single-Leg Leg Curl,5,60,warm-up
13-SEP-2023,Single-Leg Leg Curl,10,85,good
13-SEP-2023,Single-Leg Leg Curl,10,85,good
13-SEP-2023,Single-Leg Leg Curl,10,85,good
13-SEP-2023,Single-Leg Leg Extension,5,55,warm-up
13-SEP-2023,Single-Leg Leg Extension,10,95,good
13-SEP-2023,Single-Leg Leg Extension,10,90,good
13-SEP-2023,Single-Leg Leg Extension,10,90,good
10-SEP-2023,Hammer Curl,15,25,good
10-SEP-2023,Hammer Curl,15,25,good
10-SEP-2023,Hammer Curl,15,25,good
10-SEP-2023,Overhead Tricep Extension,8,35,good
10-SEP-2023,Overhead Tricep Extension,8,35,good
10-SEP-2023,Overhead Tricep Extension,8,35,good
10-SEP-2023,Tricep Pushdown,5,42.5,warm-up
10-SEP-2023,Tricep Pushdown,10,57.5,good
10-SEP-2023,Tricep Pushdown,10,57.5,good
10-SEP-2023,Tricep Pushdown,10,52.5,good
10-SEP-2023,Lawnmowers,10,65,good
10-SEP-2023,Lawnmowers,10,65,good
10-SEP-2023,Lawnmowers,10,65,good
10-SEP-2023,Seated Row,10,100,good
10-SEP-2023,Seated Row,10,100,good
10-SEP-2023,Seated Row,10,100,good
10-SEP-2023,Lat Pulldown,10,97.5,good
10-SEP-2023,Lat Pulldown,10,97.5,good
10-SEP-2023,Lat Pulldown,10,97.5,good
10-SEP-2023,Pullovers,10,45,good
10-SEP-2023,Pullovers,10,45,good
10-SEP-2023,Pullovers,12,45,good
08-SEP-2023,Strict Press,10,135,good
08-SEP-2023,Strict Press,10,135,good
08-SEP-2023,Strict Press,7,145,good
08-SEP-2023,Arnold Press,10,50,good
08-SEP-2023,Arnold Press,10,50,good
08-SEP-2023,Arnold Press,10,50,good
08-SEP-2023,Full Cans,20,10,good
08-SEP-2023,Full Cans,20,10,good
08-SEP-2023,Full Cans,20,10,good
08-SEP-2023,Squats,5,255,good
08-SEP-2023,Squats,5,255,good
08-SEP-2023,Squats,5,255,good
08-SEP-2023,Squats,5,255,good
08-SEP-2023,Squats,5,255,good
08-SEP-2023,Single-Arm Dumbbell Lunges,10,35,good
08-SEP-2023,Single-Arm Dumbbell Lunges,10,35,good
08-SEP-2023,Single-Arm Dumbbell Lunges,10,35,good
06-SEP-2023,Bench Press,5,135,warm-up
06-SEP-2023,Bench Press,8,225,good
06-SEP-2023,Bench Press,8,225,good
06-SEP-2023,Bench Press,8,225,bad
06-SEP-2023,Incline Dumbbell Press,10,65,good
06-SEP-2023,Incline Dumbbell Press,10,65,good
06-SEP-2023,Incline Dumbbell Press,10,65,good
06-SEP-2023,Machine Pec Flies,5,100,warm-up
06-SEP-2023,Machine Pec Flies,10,190,good
06-SEP-2023,Machine Pec Flies,10,190,good
06-SEP-2023,Machine Pec Flies,10,190,good
06-SEP-2023,Deadlift,5,135,warm-up
06-SEP-2023,Deadlift,1,255,fun
06-SEP-2023,Deadlift,15,155,good
06-SEP-2023,Deadlift,15,155,good
06-SEP-2023,Deadlift,15,155,good
06-SEP-2023,Single-Arm Farmer's Carry,60,50,good
06-SEP-2023,Single-Arm Farmer's Carry,60,50,good
06-SEP-2023,Single-Arm Farmer's Carry,60,50,good
06-SEP-2023,Shrugs,10,50,good
06-SEP-2023,Shrugs,10,50,good
06-SEP-2023,Shrugs,10,50,good
04-SEP-2023,Hammer Curl,15,25,good
04-SEP-2023,Hammer Curl,15,25,good
04-SEP-2023,Hammer Curl,15,25,good
04-SEP-2023,Overhead Tricep Extension,5,20,warm-up
04-SEP-2023,Overhead Tricep Extension,10,35,good
04-SEP-2023,Overhead Tricep Extension,8,35,good
04-SEP-2023,Overhead Tricep Extension,8,35,good
04-SEP-2023,Tricep Pushdown,10,52.5,good
04-SEP-2023,Tricep Pushdown,10,57.5,good
04-SEP-2023,Tricep Pushdown,10,52.5,good
04-SEP-2023,Skullcrushers,10,75,good
04-SEP-2023,Skullcrushers,12,75,good
04-SEP-2023,Skullcrushers,12,75,good
04-SEP-2023,Lawnmowers,10,65,good
04-SEP-2023,Lawnmowers,10,65,good
04-SEP-2023,Lawnmowers,10,65,good
04-SEP-2023,Seated Row,10,100,good
04-SEP-2023,Seated Row,10,100,good
04-SEP-2023,Seated Row,10,100,good
04-SEP-2023,Lat Pulldown,12,87.5,good
04-SEP-2023,Lat Pulldown,10,97.5,good
04-SEP-2023,Lat Pulldown,10,97.5,good
04-SEP-2023,Pullovers,10,45,good
04-SEP-2023,Pullovers,10,45,good
04-SEP-2023,Pullovers,10,45,good
01-SEP-2023,Strict Press,10,135,good
01-SEP-2023,Strict Press,10,135,good
01-SEP-2023,Strict Press,10,135,good
01-SEP-2023,Arnold Press,10,50,good
01-SEP-2023,Arnold Press,10,50,good
01-SEP-2023,Arnold Press,10,50,good
01-SEP-2023,Full Cans,20,10,good
01-SEP-2023,Full Cans,20,10,good
01-SEP-2023,Full Cans,20,10,good
01-SEP-2023,Delt Flies,10,95,good
01-SEP-2023,Delt Flies,10,95,good
01-SEP-2023,Delt Flies,10,95,good
01-SEP-2023,Squats,5,135,warm-up
01-SEP-2023,Squats,8,255,good
01-SEP-2023,Squats,8,255,good
01-SEP-2023,Squats,8,255,good
01-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
01-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
01-SEP-2023,Single-Arm Dumbbell Lunges,10,40,good
01-SEP-2023,Single-Leg Leg Curl,5,90,warm-up
01-SEP-2023,Single-Leg Leg Curl,10,115,good
01-SEP-2023,Single-Leg Leg Curl,10,115,good
01-SEP-2023,Single-Leg Leg Curl,10,115,good
01-SEP-2023,Single-Leg Leg Extension,5,90,warm-up
01-SEP-2023,Single-Leg Leg Extension,10,125,good
01-SEP-2023,Single-Leg Leg Extension,10,125,good
01-SEP-2023,Single-Leg Leg Extension,10,125,good
31-AUG-2023,Deadlift,5,135,warm-up
31-AUG-2023,Deadlift,10,255,good
31-AUG-2023,Deadlift,10,255,good
31-AUG-2023,Deadlift,10,255,good
31-AUG-2023,Plank,60,0,good
31-AUG-2023,Plank,70,0,good
31-AUG-2023,Plank,70,0,good
31-AUG-2023,Side-Plank,40,0,good
31-AUG-2023,Side-Plank,40,0,good
31-AUG-2023,Side-Plank,40,0,good
31-AUG-2023,Parallel Bar Leg Raise,10,0,good
31-AUG-2023,Parallel Bar Leg Raise,10,0,good
31-AUG-2023,Parallel Bar Leg Raise,10,0,good
31-AUG-2023,Bench Press,5,135,warm-up
31-AUG-2023,Bench Press,10,225,good
31-AUG-2023,Bench Press,10,225,good
31-AUG-2023,Bench Press,8,225,good
31-AUG-2023,Incline Dumbbell Press,10,65,good
31-AUG-2023,Incline Dumbbell Press,10,65,good
31-AUG-2023,Incline Dumbbell Press,10,65,good
31-AUG-2023,Machine Pec Flies,5,100,warm-up
31-AUG-2023,Machine Pec Flies,12,200,good
31-AUG-2023,Machine Pec Flies,10,200,good
31-AUG-2023,Machine Pec Flies,10,200,good
29-AUG-2023,Lateral Lift,10,15,deload
29-AUG-2023,Lateral Lift,10,15,deload
29-AUG-2023,Front Lift,10,20,deload
29-AUG-2023,Front Lift,10,20,deload
29-AUG-2023,Military Press,10,100,deload
29-AUG-2023,Military Press,10,110,deload
29-AUG-2023,Strict Press,10,85,deload
29-AUG-2023,Strict Press,10,85,deload
29-AUG-2023,Arnold Press,10,30,deload
29-AUG-2023,Arnold Press,10,30,deload
29-AUG-2023,Full Cans,20,5,deload
29-AUG-2023,Full Cans,20,5,deload
29-AUG-2023,Delt Flies,10,70,deload
29-AUG-2023,Delt Flies,10,70,deload
29-AUG-2023,Squats,10,155,deload
29-AUG-2023,Squats,10,155,deload
29-AUG-2023,Single-Arm Dumbbell Lunges,10,10,deload
29-AUG-2023,Single-Arm Dumbbell Lunges,10,10,deload
29-AUG-2023,Leg Curl,10,80,deload
29-AUG-2023,Leg Curl,10,80,deload
29-AUG-2023,Leg Extension,10,85,deload
29-AUG-2023,Leg Extension,10,85,deload
27-AUG-2023,Bicep Curl,10,20,deload
27-AUG-2023,Bicep Curl,10,20,deload
27-AUG-2023,Hammer Curl,10,20,deload
27-AUG-2023,Hammer Curl,10,20,deload
27-AUG-2023,Concentration Curl,10,15,deload
27-AUG-2023,Concentration Curl,10,15,deload
27-AUG-2023,Overhead Tricep Extension,10,20,deload
27-AUG-2023,Overhead Tricep Extension,10,20,deload
27-AUG-2023,Tricep Pushdown,10,80,deload
27-AUG-2023,Tricep Pushdown,10,80,deload
27-AUG-2023,Skullcrushers,10,52,deload
27-AUG-2023,Skullcrushers,10,52,deload
27-AUG-2023,Lawnmowers,10,40,deload
27-AUG-2023,Lawnmowers,10,40,deload
27-AUG-2023,Seated Row,10,85,deload
27-AUG-2023,Seated Row,10,85,deload
27-AUG-2023,Lat Pulldown,10,85,deload
27-AUG-2023,Lat Pulldown,10,85,deload
27-AUG-2023,Pullovers,10,25,deload
27-AUG-2023,Pullovers,10,25,deload
27-AUG-2023,Wide-Grip Pull-Up,10,-150,deload
27-AUG-2023,Wide-Grip Pull-Up,10,-150,deload
25-AUG-2023,Bench Press,10,145,deload
25-AUG-2023,Bench Press,10,145,deload
25-AUG-2023,Bench Press,10,145,deload
25-AUG-2023,Incline Dumbbell Press,10,40,deload
25-AUG-2023,Incline Dumbbell Press,10,40,deload
25-AUG-2023,Incline Dumbbell Press,10,40,deload
25-AUG-2023,Machine Pec Flies,10,120,deload
25-AUG-2023,Machine Pec Flies,10,120,deload
25-AUG-2023,Plank,30,0,deload
25-AUG-2023,Plank,30,0,deload
25-AUG-2023,Side-Plank,30,0,deload
25-AUG-2023,Side-Plank,30,0,deload
25-AUG-2023,Deadlift,10,155,deload
25-AUG-2023,Deadlift,10,155,deload
25-AUG-2023,Single-Arm Farmer's Carry,60,30,deload
25-AUG-2023,Single-Arm Farmer's Carry,60,30,deload
25-AUG-2023,Parallel Bar Leg Raise,10,0,deload
25-AUG-2023,Parallel Bar Leg Raise,10,0,deload
25-AUG-2023,Jumping Jacks,60,0,good
25-AUG-2023,Jumping Jacks,50,0,good
24-AUG-2023,Jumping Jacks,50,0,good
24-AUG-2023,Jumping Jacks,50,0,good
24-AUG-2023,Jumping Jacks,50,0,good
24-AUG-2023,Single-Leg Leg Curl,5,50,warm-up
24-AUG-2023,Single-Leg Leg Curl,20,80,good
24-AUG-2023,Single-Leg Leg Curl,20,75,good
24-AUG-2023,Wide-Grip Pull-Up,15,-150,good
24-AUG-2023,Wide-Grip Pull-Up,15,-130,good
24-AUG-2023,Machine Bench Press,20,200,good
24-AUG-2023,Machine Bench Press,20,200,good
22-AUG-2023,Strict Press,10,135,good
22-AUG-2023,Strict Press,5,155,good
22-AUG-2023,Strict Press,5,155,good
22-AUG-2023,Strict Press,5,155,good
22-AUG-2023,Arnold Press,10,50,good
22-AUG-2023,Arnold Press,10,50,good
22-AUG-2023,Arnold Press,12,50,good
22-AUG-2023,Full Cans,10,20,good
22-AUG-2023,Full Cans,10,20,good
22-AUG-2023,Full Cans,10,20,good
22-AUG-2023,Delt Flies,10,95,good
22-AUG-2023,Delt Flies,10,95,good
22-AUG-2023,Delt Flies,10,95,good
22-AUG-2023,Squats,5,135,warm-up
22-AUG-2023,Squats,2,255,warm-up
22-AUG-2023,Squats,2,315,good
22-AUG-2023,Squats,4,295,failure
22-AUG-2023,Squats,5,275,good
22-AUG-2023,Squats,5,275,good
22-AUG-2023,Squats,25,135,good
22-AUG-2023,Single-Arm Dumbbell Lunges,10,35,good
22-AUG-2023,Single-Arm Dumbbell Lunges,10,35,good
22-AUG-2023,Single-Arm Dumbbell Lunges,10,40,good
22-AUG-2023,Machine Hip Abductors,10,100,good
22-AUG-2023,Machine Hip Abductors,10,100,good
22-AUG-2023,Machine Hip Abductors,10,100,good
22-AUG-2023,Machine Hip Adductors,10,95,good
22-AUG-2023,Machine Hip Adductors,10,95,good
22-AUG-2023,Machine Hip Adductors,10,95,good
20-AUG-2023,Bicep Curl,15,25,good
20-AUG-2023,Bicep Curl,15,25,good
20-AUG-2023,Bicep Curl,15,25,good
20-AUG-2023,Hammer Curl,15,25,good
20-AUG-2023,Hammer Curl,15,25,good
20-AUG-2023,Hammer Curl,15,25,good
20-AUG-2023,Concentration Curl,20,20,bad
20-AUG-2023,Concentration Curl,15,20,bad
20-AUG-2023,Concentration Curl,15,20,bad
20-AUG-2023,Overhead Tricep Extension,5,20,warm-up
20-AUG-2023,Overhead Tricep Extension,8,35,good
20-AUG-2023,Overhead Tricep Extension,20,25,good
20-AUG-2023,Overhead Tricep Extension,15,25,good
20-AUG-2023,Tricep Pushdown,5,70,warm-up
20-AUG-2023,Tricep Pushdown,10,130,bad
20-AUG-2023,Skullcrushers,15,72,good
20-AUG-2023,Skullcrushers,15,72,good
20-AUG-2023,Skullcrushers,15,72,good
20-AUG-2023,Lawnmowers,15,60,good
20-AUG-2023,Lawnmowers,12,60,good
20-AUG-2023,Lawnmowers,12,60,good
20-AUG-2023,Seated Row,5,85,warm-up
20-AUG-2023,Seated Row,12,130,good
20-AUG-2023,Seated Row,12,130,good
20-AUG-2023,Seated Row,12,130,good
20-AUG-2023,Lat Pulldown,5,85,warm-up
20-AUG-2023,Lat Pulldown,10,130,good
20-AUG-2023,Lat Pulldown,10,130,good
20-AUG-2023,Lat Pulldown,10,130,good
20-AUG-2023,Pullovers,12,45,good
20-AUG-2023,Pullovers,12,45,good
20-AUG-2023,Pullovers,12,45,good
20-AUG-2023,Wide-Grip Pull-Up,5,-90,good
20-AUG-2023,Wide-Grip Pull-Up,5,-90,failure
20-AUG-2023,Wide-Grip Pull-Up,5,-100,failure
18-AUG-2023,Bench Press,9,225,good
18-AUG-2023,Bench Press,7,225,good
18-AUG-2023,Bench Press,7,225,good
18-AUG-2023,Incline Dumbbell Press,10,65,good
18-AUG-2023,Incline Dumbbell Press,10,65,good
18-AUG-2023,Incline Dumbbell Press,10,65,good
18-AUG-2023,Machine Pec Flies,5,120,warm-up
18-AUG-2023,Machine Pec Flies,12,200,good
18-AUG-2023,Machine Pec Flies,12,200,good
18-AUG-2023,Machine Pec Flies,10,200,good
18-AUG-2023,Deadlift,5,135,warm-up
18-AUG-2023,Deadlift,10,245,good
18-AUG-2023,Deadlift,10,255,good
18-AUG-2023,Deadlift,10,255,good
18-AUG-2023,Deadlift,1,315,good
18-AUG-2023,Deadlift,1,365,good
18-AUG-2023,Plank,60,0,good
18-AUG-2023,Plank,60,0,good
18-AUG-2023,Plank,60,0,good
18-AUG-2023,Side-Plank,40,0,good
18-AUG-2023,Side-Plank,40,0,good
18-AUG-2023,Side-Plank,40,0,good
18-AUG-2023,Single-Arm Farmer's Carry,60,50,good
18-AUG-2023,Single-Arm Farmer's Carry,60,50,good
18-AUG-2023,Single-Arm Farmer's Carry,60,50,good
18-AUG-2023,Shrugs,10,50,good
18-AUG-2023,Shrugs,10,50,good
18-AUG-2023,Shrugs,10,50,good
18-AUG-2023,Parallel Bar Leg Raise,10,0,good
18-AUG-2023,Parallel Bar Leg Raise,10,0,good
18-AUG-2023,Parallel Bar Leg Raise,10,0,good
18-AUG-2023,Deficit Push-Ups,5,0,superset
18-AUG-2023,Deficit Push-Ups,5,0,superset
18-AUG-2023,Hex-Bar Deadlift,2,235,fun
18-AUG-2023,Jumping Jacks,50,0,good
18-AUG-2023,Jumping Jacks,50,0,good
17-AUG-2023,Jumping Jacks,50,0,good
17-AUG-2023,Jumping Jacks,50,0,good
17-AUG-2023,Jumping Jacks,50,0,good
14-AUG-2023,Strict Press,15,115,good
