date,exercise,reps,weight(lbs),rating
22-JAN-2024,Arnold Press,10,35,deload
22-JAN-2024,Arnold Press,10,35,deload
22-JAN-2024,Arnold Press,10,35,deload
22-JAN-2024,Full Cans,20,10,good
22-JAN-2024,Full Cans,20,10,good
22-JAN-2024,Full Cans,20,10,good
22-JAN-2024,Delt Flies,10,70,deload
22-JAN-2024,Delt Flies,10,70,deload
22-JAN-2024,Delt Flies,10,70,deload
22-JAN-2024,Barbell Lunges,10,95,deload
22-JAN-2024,Barbell Lunges,10,95,deload
22-JAN-2024,Barbell Lunges,10,95,deload
22-JAN-2024,Single-Leg Leg Curl,10,80,deload
22-JAN-2024,Single-Leg Leg Curl,10,80,deload
22-JAN-2024,Single-Leg Leg Curl,10,80,deload
22-JAN-2024,Single-Leg Leg Extension,10,80,deload
22-JAN-2024,Single-Leg Leg Extension,10,80,deload
22-JAN-2024,Single-Leg Leg Extension,10,80,deload
20-JAN-2024,Deadlift,10,135,deload
20-JAN-2024,Deadlift,10,135,deload
20-JAN-2024,Deadlift,10,135,deload
20-JAN-2024,Shrugs,10,35,deload
20-JAN-2024,Shrugs,10,35,deload
20-JAN-2024,Shrugs,10,35,deload
20-JAN-2024,Single-Arm Farmer's Carry,50,35,deload
20-JAN-2024,Single-Arm Farmer's Carry,50,35,deload
20-JAN-2024,Single-Arm Farmer's Carry,50,35,deload
20-JAN-2024,Plank,30,0,deload
20-JAN-2024,Plank,30,0,deload
20-JAN-2024,Plank,30,0,deload
20-JAN-2024,Side-Plank,20,0,deload
20-JAN-2024,Side-Plank,20,0,deload
20-JAN-2024,Side-Plank,20,0,deload
20-JAN-2024,Parallel Bar Leg Raise,6,0,deload
20-JAN-2024,Parallel Bar Leg Raise,6,0,deload
20-JAN-2024,Parallel Bar Leg Raise,6,0,deload
20-JAN-2024,Bench Press,10,135,deload
20-JAN-2024,Bench Press,10,135,deload
20-JAN-2024,Bench Press,10,135,deload
20-JAN-2024,Incline Dumbbell Press,10,45,deload
20-JAN-2024,Incline Dumbbell Press,10,45,deload
20-JAN-2024,Incline Dumbbell Press,10,45,deload
20-JAN-2024,Machine Pec Flies,10,150,deload
20-JAN-2024,Machine Pec Flies,10,130,deload
20-JAN-2024,Machine Pec Flies,10,130,deload
18-JAN-2024,Bicep Curl,10,20,deload
18-JAN-2024,Bicep Curl,10,20,deload
18-JAN-2024,Bicep Curl,10,20,deload
18-JAN-2024,Hammer Curl,10,20,deload
18-JAN-2024,Hammer Curl,10,20,deload
18-JAN-2024,Hammer Curl,10,20,deload
18-JAN-2024,Overhead Tricep Extension,10,20,deload
18-JAN-2024,Overhead Tricep Extension,10,20,deload
18-JAN-2024,Overhead Tricep Extension,10,20,deload
18-JAN-2024,Tricep Pushdown (V-Bar),10,90,deload
18-JAN-2024,Tricep Pushdown (V-Bar),10,90,deload
18-JAN-2024,Tricep Pushdown (V-Bar),10,90,deload
18-JAN-2024,Lawnmowers,10,40,deload
18-JAN-2024,Lawnmowers,10,40,deload
18-JAN-2024,Lawnmowers,10,40,deload
18-JAN-2024,Seated Row,10,70,deload
18-JAN-2024,Seated Row,10,70,deload
18-JAN-2024,Seated Row,10,70,deload
18-JAN-2024,Lat Pulldown,10,70,deload
18-JAN-2024,Lat Pulldown,10,70,deload
18-JAN-2024,Lat Pulldown,10,70,deload
18-JAN-2024,Pullovers,10,30,deload
18-JAN-2024,Pullovers,10,30,deload
18-JAN-2024,Pullovers,10,30,deload
18-JAN-2024,Wide-Grip Pull-Up,10,-130,deload
18-JAN-2024,Wide-Grip Pull-Up,10,-130,deload
18-JAN-2024,Wide-Grip Pull-Up,10,-130,deload
16-JAN-2024,Lateral Lift,10,15,warm-up
16-JAN-2024,Lateral Lift,8,30,good
16-JAN-2024,Lateral Lift,8,30,good
16-JAN-2024,Lateral Lift,8,30,good
16-JAN-2024,Strict Press,5,135,fun
16-JAN-2024,Arnold Press,10,30,warm-up
16-JAN-2024,Arnold Press,10,60,good
16-JAN-2024,Arnold Press,10,60,good
16-JAN-2024,Arnold Press,10,60,good
16-JAN-2024,Full Cans,20,10,good
16-JAN-2024,Full Cans,20,10,good
16-JAN-2024,Full Cans,20,10,good
16-JAN-2024,Delt Flies,10,60,warm-up
16-JAN-2024,Delt Flies,10,115,good
16-JAN-2024,Delt Flies,8,120,good
16-JAN-2024,Delt Flies,10,120,good
16-JAN-2024,Barbell Lunges,10,95,warm-up
16-JAN-2024,Barbell Lunges,10,135,good
16-JAN-2024,Barbell Lunges,10,135,good
16-JAN-2024,Barbell Lunges,8,145,good
16-JAN-2024,Single-Leg Leg Curl,10,80,warm-up
16-JAN-2024,Single-Leg Leg Curl,10,135,good
16-JAN-2024,Single-Leg Leg Curl,10,135,good
16-JAN-2024,Single-Leg Leg Curl,10,135,good
16-JAN-2024,Single-Leg Leg Extension,10,80,warm-up
16-JAN-2024,Single-Leg Leg Extension,10,135,good
16-JAN-2024,Single-Leg Leg Extension,10,135,good
16-JAN-2024,Single-Leg Leg Extension,10,135,good
14-JAN-2024,Shrugs,10,60,good
14-JAN-2024,Shrugs,10,60,good
14-JAN-2024,Shrugs,10,60,good
14-JAN-2024,Single-Arm Farmer's Carry,50,60,good
14-JAN-2024,Single-Arm Farmer's Carry,50,60,good
14-JAN-2024,Single-Arm Farmer's Carry,50,60,good
14-JAN-2024,Plank,70,0,good
14-JAN-2024,Plank,70,0,good
14-JAN-2024,Plank,70,0,good
14-JAN-2024,Side-Plank,40,0,good
14-JAN-2024,Side-Plank,40,0,good
14-JAN-2024,Side-Plank,40,0,good
14-JAN-2024,Parallel Bar Leg Raise,12,0,good
14-JAN-2024,Parallel Bar Leg Raise,12,0,good
14-JAN-2024,Parallel Bar Leg Raise,12,0,good
14-JAN-2024,Machine Pec Flies,5,150,warm-up
14-JAN-2024,Machine Pec Flies,5,245,good
14-JAN-2024,Machine Pec Flies,5,245,good
14-JAN-2024,Machine Pec Flies,5,245,good
14-JAN-2024,Machine Pec Flies,5,245,good
14-JAN-2024,Machine Pec Flies,5,245,good
14-JAN-2024,Incline Dumbbell Press,8,75,good
14-JAN-2024,Incline Dumbbell Press,10,75,good
14-JAN-2024,Incline Dumbbell Press,10,75,good
14-JAN-2024,Bench Press,5,135,warm-up
14-JAN-2024,Bench Press,5,225,good
14-JAN-2024,Bench Press,5,245,good
14-JAN-2024,Bench Press,3,245,failure
14-JAN-2024,Bench Press,5,235,good
14-JAN-2024,Bench Press,5,235,good
14-JAN-2024,Bench Press,4,235,good
14-JAN-2024,Bench Press,5,225,failure
14-JAN-2024,Bench Press,8,185,fun
12-JAN-2024,Bicep Curl,10,20,warm-up
12-JAN-2024,Bicep Curl,8,35,good
12-JAN-2024,Bicep Curl,8,35,good
12-JAN-2024,Bicep Curl,8,35,good
12-JAN-2024,Concentration Curl,8,30,good
12-JAN-2024,Concentration Curl,8,30,good
12-JAN-2024,Concentration Curl,8,30,good
12-JAN-2024,Overhead Tricep Extension,10,20,warm-up
12-JAN-2024,Overhead Tricep Extension,10,35,good
12-JAN-2024,Overhead Tricep Extension,10,35,good
12-JAN-2024,Overhead Tricep Extension,10,35,good
12-JAN-2024,Tricep Pushdown (V-Bar),10,90,warm-up
12-JAN-2024,Tricep Pushdown (V-Bar),10,160,good
12-JAN-2024,Tricep Pushdown (V-Bar),10,150,good
12-JAN-2024,Tricep Pushdown (V-Bar),10,150,good
12-JAN-2024,Lawnmowers,10,70,good
12-JAN-2024,Lawnmowers,10,70,good
12-JAN-2024,Lawnmowers,10,70,good
12-JAN-2024,Seated Row,10,70,warm-up
12-JAN-2024,Seated Row,10,137.5,good
12-JAN-2024,Seated Row,10,137.5,good
12-JAN-2024,Seated Row,10,137.5,good
12-JAN-2024,Lat Pulldown,10,70,warm-up
12-JAN-2024,Lat Pulldown,10,137.5,good
12-JAN-2024,Lat Pulldown,12,130,good
12-JAN-2024,Lat Pulldown,12,130,good
12-JAN-2024,Pullovers,10,55,good
12-JAN-2024,Pullovers,10,55,good
12-JAN-2024,Pullovers,10,55,good
12-JAN-2024,Wide-Grip Pull-Up,10,-130,warm-up
12-JAN-2024,Wide-Grip Pull-Up,10,-90,good
12-JAN-2024,Wide-Grip Pull-Up,8,-90,good
10-JAN-2024,Lateral Lift,10,15,warm-up
10-JAN-2024,Lateral Lift,10,30,good
10-JAN-2024,Lateral Lift,10,30,good
10-JAN-2024,Lateral Lift,10,30,bad
10-JAN-2024,Arnold Press,10,30,warm-up
10-JAN-2024,Arnold Press,10,60,good
10-JAN-2024,Arnold Press,10,60,good
10-JAN-2024,Arnold Press,10,60,good
10-JAN-2024,Full Cans,20,10,good
10-JAN-2024,Full Cans,20,10,good
10-JAN-2024,Full Cans,20,10,good
10-JAN-2024,Delt Flies,10,60,warm-up
10-JAN-2024,Delt Flies,10,115,good
10-JAN-2024,Delt Flies,10,115,good
10-JAN-2024,Delt Flies,10,115,good
10-JAN-2024,Barbell Lunges,10,95,warm-up
10-JAN-2024,Barbell Lunges,10,135,good
10-JAN-2024,Barbell Lunges,10,135,good
10-JAN-2024,Barbell Lunges,10,145,good
10-JAN-2024,Single-Leg Leg Curl,10,80,warm-up
10-JAN-2024,Single-Leg Leg Curl,10,135,good
10-JAN-2024,Single-Leg Leg Curl,10,135,good
10-JAN-2024,Single-Leg Leg Curl,10,135,bad (R)
10-JAN-2024,Single-Leg Leg Extension,10,80,warm-up
10-JAN-2024,Single-Leg Leg Extension,10,135,good
10-JAN-2024,Single-Leg Leg Extension,10,135,good
10-JAN-2024,Single-Leg Leg Extension,10,135,good
08-JAN-2024,Deadlift,10,135,warm-up
08-JAN-2024,Deadlift,10,225,good
08-JAN-2024,Deadlift,10,255,good
08-JAN-2024,Deadlift,10,255,good
08-JAN-2024,Plank,70,0,good
08-JAN-2024,Plank,70,0,good
08-JAN-2024,Plank,70,0,good
08-JAN-2024,Side-Plank,40,0,good
08-JAN-2024,Side-Plank,40,0,good
08-JAN-2024,Side-Plank,40,0,good
08-JAN-2024,Shrugs,10,60,good
08-JAN-2024,Shrugs,10,60,good
08-JAN-2024,Shrugs,10,60,good
08-JAN-2024,Single-Arm Farmer's Carry,50,60,good
08-JAN-2024,Single-Arm Farmer's Carry,50,60,good
08-JAN-2024,Single-Arm Farmer's Carry,50,60,good
08-JAN-2024,Parallel Bar Leg Raise,12,0,good
08-JAN-2024,Parallel Bar Leg Raise,12,0,good
08-JAN-2024,Parallel Bar Leg Raise,12,0,good
08-JAN-2024,Machine Pec Flies,5,150,warm-up
08-JAN-2024,Machine Pec Flies,5,245,good
08-JAN-2024,Machine Pec Flies,5,245,good
08-JAN-2024,Machine Pec Flies,5,245,good
08-JAN-2024,Incline Dumbbell Press,10,40,warm-up
08-JAN-2024,Incline Dumbbell Press,8,75,good
08-JAN-2024,Incline Dumbbell Press,8,75,good
08-JAN-2024,Incline Dumbbell Press,8,75,good
08-JAN-2024,Bench Press,10,135,warm-up
08-JAN-2024,Bench Press,5,225,good
08-JAN-2024,Bench Press,5,245,good
08-JAN-2024,Bench Press,5,245,good
08-JAN-2024,Bench Press,5,245,good
08-JAN-2024,Bench Press,5,235,good
05-JAN-2024,Bicep Curl,10,20,warm-up
05-JAN-2024,Bicep Curl,8,35,good
05-JAN-2024,Bicep Curl,10,35,bad
05-JAN-2024,Bicep Curl,8,35,good
05-JAN-2024,Hammer Curl,12,30,good
05-JAN-2024,Hammer Curl,12,30,good
05-JAN-2024,Hammer Curl,12,30,good
05-JAN-2024,Concentration Curl,8,30,good
05-JAN-2024,Concentration Curl,8,30,good
05-JAN-2024,Concentration Curl,8,30,good
05-JAN-2024,Overhead Tricep Extension,10,20,warm-up
05-JAN-2024,Overhead Tricep Extension,10,35,good
05-JAN-2024,Overhead Tricep Extension,10,35,good
05-JAN-2024,Overhead Tricep Extension,10,35,good
05-JAN-2024,Tricep Pushdown,10,42.5,warm-up
05-JAN-2024,Tricep Pushdown,10,52.5,good
05-JAN-2024,Tricep Pushdown,10,54.5,good
05-JAN-2024,Tricep Pushdown,10,54.5,good
05-JAN-2024,Skullcrushers,10,66,good
05-JAN-2024,Skullcrushers,10,76,failure
05-JAN-2024,Skullcrushers,10,66,good
05-JAN-2024,Lawnmowers,10,40,warm-up
05-JAN-2024,Lawnmowers,10,70,good
05-JAN-2024,Lawnmowers,10,70,good
05-JAN-2024,Lawnmowers,10,70,good
05-JAN-2024,Seated Row,10,70,warm-up
05-JAN-2024,Seated Row,10,130,good
05-JAN-2024,Seated Row,10,135,good
05-JAN-2024,Seated Row,10,135,good
05-JAN-2024,Lat Pulldown,15,100.5,good
05-JAN-2024,Lat Pulldown,15,100.5,good
05-JAN-2024,Lat Pulldown,15,100.5,good
05-JAN-2024,Pullovers,10,30,warm-up
05-JAN-2024,Pullovers,10,55,good
05-JAN-2024,Pullovers,10,55,good
05-JAN-2024,Pullovers,10,55,good
03-JAN-2024,Military Press,10,100,warm-up
03-JAN-2024,Military Press,10,195,good
03-JAN-2024,Military Press,10,195,good
03-JAN-2024,Military Press,10,195,good
03-JAN-2024,Bent-Over Lateral Lift,10,20,good
03-JAN-2024,Bent-Over Lateral Lift,12,20,good
03-JAN-2024,Bent-Over Lateral Lift,10,20,good
03-JAN-2024,Arnold Press,12,50,good
03-JAN-2024,Arnold Press,12,50,good
03-JAN-2024,Arnold Press,12,50,good
03-JAN-2024,Lateral Lift,12,25,good
03-JAN-2024,Lateral Lift,12,25,good
03-JAN-2024,Lateral Lift,12,25,good
02-JAN-2024,Lateral Lift,10,15,warm-up
02-JAN-2024,Lateral Lift,10,30,good
02-JAN-2024,Lateral Lift,8,30,good
02-JAN-2024,Lateral Lift,10,30,good
02-JAN-2024,Full Cans,20,10,good
02-JAN-2024,Full Cans,20,10,good
02-JAN-2024,Full Cans,20,10,good
02-JAN-2024,Squats,5,137.5,warm-up
02-JAN-2024,Squats,5,227.5,good
02-JAN-2024,Squats,5,237.5,good
02-JAN-2024,Squats,5,237.5,good
02-JAN-2024,Squats,5,247.5,good
02-JAN-2024,Squats,5,247.5,good
02-JAN-2024,Single-Leg Leg Curl,10,55,warm-up
02-JAN-2024,Single-Leg Leg Curl,10,90,good
02-JAN-2024,Single-Leg Leg Curl,10,90,good
02-JAN-2024,Single-Leg Leg Curl,10,90,good
02-JAN-2024,Single-Leg Leg Extension,10,55,warm-up
02-JAN-2024,Single-Leg Leg Extension,10,90,good
02-JAN-2024,Single-Leg Leg Extension,10,90,good
02-JAN-2024,Single-Leg Leg Extension,10,90,good
31-DEC-2023,Bench Press,10,135,warm-up
31-DEC-2023,Bench Press,5,225,good
31-DEC-2023,Bench Press,5,225,good
31-DEC-2023,Bench Press,5,225,good
31-DEC-2023,Bench Press,5,225,good
31-DEC-2023,Bench Press,5,225,good
31-DEC-2023,Incline Dumbbell Press,10,40,warm-up
31-DEC-2023,Incline Dumbbell Press,10,70,good
31-DEC-2023,Incline Dumbbell Press,10,70,good
31-DEC-2023,Incline Dumbbell Press,10,75,good
31-DEC-2023,Plank,70,0,good
31-DEC-2023,Plank,70,0,good
31-DEC-2023,Plank,70,0,good
31-DEC-2023,Side-Plank,40,0,good
31-DEC-2023,Side-Plank,40,0,good
31-DEC-2023,Side-Plank,40,0,good
31-DEC-2023,Shrugs,10,60,good
31-DEC-2023,Shrugs,10,60,good
31-DEC-2023,Single-Arm Farmer's Carry,50,60,good
31-DEC-2023,Single-Arm Farmer's Carry,50,60,good
30-DEC-2023,Strict Press,5,97.5,warm-up
30-DEC-2023,Strict Press,5,137.5,warm-up
30-DEC-2023,Strict Press,1,157.5,warm-up
30-DEC-2023,Strict Press,1,187.5,failure
30-DEC-2023,Strict Press,1,167.5,good
30-DEC-2023,Strict Press,1,177.5,good
30-DEC-2023,Strict Press,1,187.5,good
30-DEC-2023,Strict Press,1,187.5,failure
29-DEC-2023,Bicep Curl,10,15,warm-up
29-DEC-2023,Bicep Curl,12,30,good
29-DEC-2023,Bicep Curl,8,35,good
29-DEC-2023,Bicep Curl,8,35,good
29-DEC-2023,Hammer Curl,10,20,warm-up
29-DEC-2023,Hammer Curl,10,30,good
29-DEC-2023,Hammer Curl,10,30,good
29-DEC-2023,Hammer Curl,10,30,good
29-DEC-2023,Concentration Curl,8,30,good
29-DEC-2023,Concentration Curl,8,30,good
29-DEC-2023,Concentration Curl,8,30,good
29-DEC-2023,Overhead Tricep Extension,10,20,warm-up
29-DEC-2023,Overhead Tricep Extension,10,35,good
29-DEC-2023,Overhead Tricep Extension,10,35,good
29-DEC-2023,Overhead Tricep Extension,10,35,good
29-DEC-2023,Tricep Pushdown,10,32.5,warm-up
29-DEC-2023,Tricep Pushdown,10,52.5,good
29-DEC-2023,Tricep Pushdown,10,52.5,good
29-DEC-2023,Tricep Pushdown,10,52.5,good
29-DEC-2023,Lateral Lift,10,20,fun
29-DEC-2023,Lateral Lift,20,15,fun
29-DEC-2023,Lawnmowers,10,70,good
29-DEC-2023,Lawnmowers,10,70,good
29-DEC-2023,Lawnmowers,10,70,good
29-DEC-2023,Seated Row,10,70,warm-up
29-DEC-2023,Seated Row,10,115,good
29-DEC-2023,Seated Row,10,125,good
29-DEC-2023,Seated Row,10,130,good
29-DEC-2023,Lat Pulldown,15,100.5,good
29-DEC-2023,Lat Pulldown,15,100.5,good
29-DEC-2023,Lat Pulldown,15,100.5,good
27-DEC-2023,Lateral Lift,10,15,warm-up
27-DEC-2023,Lateral Lift,8,30,good
27-DEC-2023,Lateral Lift,8,30,good
27-DEC-2023,Lateral Lift,8,30,good
27-DEC-2023,Arnold Press,10,60,good
27-DEC-2023,Arnold Press,10,60,good
27-DEC-2023,Arnold Press,10,60,good
27-DEC-2023,Delt Flies,10,55,warm-up
27-DEC-2023,Delt Flies,10,100,good
27-DEC-2023,Delt Flies,10,100,good
27-DEC-2023,Delt Flies,10,100,good
27-DEC-2023,Dumbbell Lunges,5,70,warm-up
27-DEC-2023,Dumbbell Lunges,10,130,bad
27-DEC-2023,Dumbbell Lunges,10,120,good
27-DEC-2023,Dumbbell Lunges,10,120,good
27-DEC-2023,Single-Leg Leg Curl,10,55,warm-up
27-DEC-2023,Single-Leg Leg Curl,10,90,good
27-DEC-2023,Single-Leg Leg Curl,10,90,good
27-DEC-2023,Single-Leg Leg Curl,10,90,good
27-DEC-2023,Single-Leg Leg Extension,10,55,warm-up
27-DEC-2023,Single-Leg Leg Extension,10,90,good
27-DEC-2023,Single-Leg Leg Extension,10,90,good
27-DEC-2023,Single-Leg Leg Extension,10,90,good
26-DEC-2023,Bench Press,10,137.5,warm-up
26-DEC-2023,Bench Press,5,227.5,bad
26-DEC-2023,Bench Press,5,227.5,good
26-DEC-2023,Bench Press,5,237.5,good
26-DEC-2023,Bench Press,5,247.5,good
26-DEC-2023,Bench Press,5,237.5,good
26-DEC-2023,Bench Press,5,237.5,good
26-DEC-2023,Incline Dumbbell Press,10,70,good
26-DEC-2023,Incline Dumbbell Press,10,70,good
26-DEC-2023,Machine Pec Flies,5,145,warm-up
26-DEC-2023,Machine Pec Flies,5,235,good
26-DEC-2023,Machine Pec Flies,5,235,good
26-DEC-2023,Machine Pec Flies,5,235,failure
26-DEC-2023,Shrugs,12,55,good
26-DEC-2023,Shrugs,10,60,good
26-DEC-2023,Shrugs,10,60,good
26-DEC-2023,Single-Arm Farmer's Carry,50,55,good
26-DEC-2023,Single-Arm Farmer's Carry,50,60,good
26-DEC-2023,Single-Arm Farmer's Carry,50,60,good
26-DEC-2023,Plank,70,0,good
26-DEC-2023,Plank,70,0,good
26-DEC-2023,Plank,70,0,good
26-DEC-2023,Side-Plank,40,0,good
26-DEC-2023,Side-Plank,40,0,good
26-DEC-2023,Side-Plank,40,0,good
25-DEC-2023,Push-Ups,20,0,good
25-DEC-2023,Push-Ups,20,0,good
22-DEC-2023,Bicep Curl,10,15,warm-up
22-DEC-2023,Bicep Curl,12,30,good
22-DEC-2023,Bicep Curl,12,30,good
22-DEC-2023,Bicep Curl,12,30,good
22-DEC-2023,Concentration Curl,8,30,good
22-DEC-2023,Concentration Curl,8,30,good
22-DEC-2023,Concentration Curl,8,30,good
22-DEC-2023,Overhead Tricep Extension,10,15,warm-up
22-DEC-2023,Overhead Tricep Extension,10,35,good
22-DEC-2023,Overhead Tricep Extension,10,35,good
22-DEC-2023,Overhead Tricep Extension,10,35,good
22-DEC-2023,Tricep Pushdown,15,42.5,good
22-DEC-2023,Tricep Pushdown,10,52.5,good
22-DEC-2023,Tricep Pushdown,10,52.5,good
22-DEC-2023,Lawnmowers,10,40,warm-up
22-DEC-2023,Lawnmowers,10,70,good
22-DEC-2023,Lawnmowers,10,70,good
22-DEC-2023,Lawnmowers,10,70,good
22-DEC-2023,Seated Row,10,85,warm-up
22-DEC-2023,Seated Row,10,115,good
22-DEC-2023,Seated Row,10,115,good
22-DEC-2023,Seated Row,10,115,good
22-DEC-2023,Lat Pulldown,15,100.5,good
22-DEC-2023,Lat Pulldown,15,100.5,good
22-DEC-2023,Lat Pulldown,15,100.5,good
22-DEC-2023,Pullovers,10,55,good
22-DEC-2023,Pullovers,10,55,good
22-DEC-2023,Pullovers,10,55,good
20-DEC-2023,Lateral Lift,12,25,good
20-DEC-2023,Lateral Lift,8,30,good
20-DEC-2023,Lateral Lift,8,30,good
20-DEC-2023,Arnold Press,10,35,warm-up
20-DEC-2023,Arnold Press,10,60,good
20-DEC-2023,Arnold Press,10,60,good
20-DEC-2023,Arnold Press,10,60,bad
20-DEC-2023,Full Cans,20,10,good
20-DEC-2023,Full Cans,20,10,good
20-DEC-2023,Full Cans,20,10,good
20-DEC-2023,Delt Flies,10,55,warm-up
20-DEC-2023,Delt Flies,10,100,good
20-DEC-2023,Delt Flies,10,100,good
20-DEC-2023,Delt Flies,10,100,good
20-DEC-2023,Dumbbell Lunges,10,130,good
20-DEC-2023,Dumbbell Lunges,10,130,bad
20-DEC-2023,Dumbbell Lunges,10,130,good
20-DEC-2023,Single-Leg Leg Curl,10,55,warm-up
20-DEC-2023,Single-Leg Leg Curl,10,90,good
20-DEC-2023,Single-Leg Leg Curl,10,90,good
20-DEC-2023,Single-Leg Leg Curl,10,90,good
20-DEC-2023,Single-Leg Leg Extension,10,60,warm-up
20-DEC-2023,Single-Leg Leg Extension,10,90,good
20-DEC-2023,Single-Leg Leg Extension,10,90,good
20-DEC-2023,Single-Leg Leg Extension,10,90,good
18-DEC-2023,Bench Press,5,137.5,warm-up
18-DEC-2023,Bench Press,5,227.5,good
18-DEC-2023,Bench Press,5,227.5,good
18-DEC-2023,Bench Press,4,237.5,good
18-DEC-2023,Bench Press,4,227.5,failure
18-DEC-2023,Bench Press,4,227.5,good
18-DEC-2023,Incline Dumbbell Press,10,40,warm-up
18-DEC-2023,Incline Dumbbell Press,10,70,good
18-DEC-2023,Incline Dumbbell Press,10,70,good
18-DEC-2023,Incline Dumbbell Press,10,70,good
18-DEC-2023,Machine Pec Flies,10,145,warm-up
18-DEC-2023,Machine Pec Flies,5,235,bad
18-DEC-2023,Machine Pec Flies,5,220,good
18-DEC-2023,Machine Pec Flies,5,220,good
18-DEC-2023,Machine Pec Flies,5,220,good
18-DEC-2023,Machine Pec Flies,5,220,good
18-DEC-2023,Shrugs,10,60,good
18-DEC-2023,Shrugs,10,55,good
18-DEC-2023,Shrugs,10,55,good
18-DEC-2023,Single-Arm Farmer's Carry,50,60,good
18-DEC-2023,Single-Arm Farmer's Carry,50,55,good
18-DEC-2023,Single-Arm Farmer's Carry,50,55,good
18-DEC-2023,Plank,70,0,good
18-DEC-2023,Plank,70,0,good
18-DEC-2023,Plank,70,0,good
18-DEC-2023,Side-Plank,40,0,good
18-DEC-2023,Side-Plank,40,0,good
18-DEC-2023,Side-Plank,40,0,good
18-DEC-2023,Strict Press,20,80,good
15-DEC-2023,Wide-Grip Pull-Up,5,-50,good
14-DEC-2023,Bicep Curl,10,15,warm-up
14-DEC-2023,Bicep Curl,12,30,good
14-DEC-2023,Bicep Curl,12,30,good
14-DEC-2023,Bicep Curl,12,30,good
14-DEC-2023,Bicep Curl,8,35,bad
14-DEC-2023,Concentration Curl,8,30,good
14-DEC-2023,Concentration Curl,8,30,good
14-DEC-2023,Concentration Curl,8,30,good
14-DEC-2023,Overhead Tricep Extension,10,35,good
14-DEC-2023,Overhead Tricep Extension,10,35,good
14-DEC-2023,Overhead Tricep Extension,10,35,good
14-DEC-2023,Overhead Tricep Extension,7,40,good
14-DEC-2023,Tricep Pushdown (V-Bar),10,90,warm-up
14-DEC-2023,Tricep Pushdown (V-Bar),10,160,good
14-DEC-2023,Tricep Pushdown (V-Bar),10,150,good
14-DEC-2023,Tricep Pushdown (V-Bar),10,150,good
14-DEC-2023,Lawnmowers,10,70,good
14-DEC-2023,Lawnmowers,10,70,good
14-DEC-2023,Lawnmowers,10,70,good
14-DEC-2023,Seated Row,10,70,warm-up
14-DEC-2023,Seated Row,10,137.5,good
14-DEC-2023,Seated Row,10,137.5,good
14-DEC-2023,Seated Row,10,137.5,good
14-DEC-2023,Pullovers,10,55,good
14-DEC-2023,Pullovers,10,55,good
14-DEC-2023,Pullovers,10,55,good
14-DEC-2023,Wide-Grip Pull-Up,10,-90,good
14-DEC-2023,Wide-Grip Pull-Up,8,-90,good
14-DEC-2023,Wide-Grip Pull-Up,10,-90,good
13-DEC-2023,Lateral Lift,10,15,warm-up
13-DEC-2023,Lateral Lift,10,30,good
13-DEC-2023,Lateral Lift,10,25,good
13-DEC-2023,Lateral Lift,15,25,good
13-DEC-2023,Military Press,10,100,warm-up
13-DEC-2023,Military Press,10,200,good
13-DEC-2023,Military Press,10,195,good
13-DEC-2023,Military Press,10,195,good
13-DEC-2023,Arnold Press,10,35,warm-up
13-DEC-2023,Arnold Press,10,60,good
13-DEC-2023,Arnold Press,10,60,good
13-DEC-2023,Arnold Press,10,60,good
13-DEC-2023,Full Cans,20,10,good
13-DEC-2023,Full Cans,20,10,good
13-DEC-2023,Full Cans,20,10,good
13-DEC-2023,Delt Flies,10,60,warm-up
13-DEC-2023,Delt Flies,10,110,good
13-DEC-2023,Delt Flies,10,115,bad
13-DEC-2023,Delt Flies,10,110,good
13-DEC-2023,Barbell Lunges,5,95,warm-up
13-DEC-2023,Barbell Lunges,10,125,good
13-DEC-2023,Barbell Lunges,10,135,good
13-DEC-2023,Barbell Lunges,10,135,good
13-DEC-2023,Single-Leg Leg Curl,10,85,warm-up
13-DEC-2023,Single-Leg Leg Curl,10,135,good
13-DEC-2023,Single-Leg Leg Curl,10,135,good
13-DEC-2023,Single-Leg Leg Curl,10,135,good
13-DEC-2023,Single-Leg Leg Extension,10,85,warm-up
13-DEC-2023,Single-Leg Leg Extension,10,135,good
13-DEC-2023,Single-Leg Leg Extension,10,135,good
13-DEC-2023,Single-Leg Leg Extension,10,135,good
10-DEC-2023,Bench Press,10,135,warm-up
10-DEC-2023,Bench Press,5,225,good
10-DEC-2023,Bench Press,5,245,good
10-DEC-2023,Bench Press,5,245,good
10-DEC-2023,Bench Press,5,235,good
10-DEC-2023,Bench Press,5,235,good
10-DEC-2023,Incline Dumbbell Press,10,70,good
10-DEC-2023,Incline Dumbbell Press,10,70,good
10-DEC-2023,Incline Dumbbell Press,10,70,good
10-DEC-2023,Machine Pec Flies,5,155,warm-up
10-DEC-2023,Machine Pec Flies,5,245,good
10-DEC-2023,Machine Pec Flies,6,245,good
10-DEC-2023,Machine Pec Flies,6,245,good
10-DEC-2023,Machine Pec Flies,5,245,bad
10-DEC-2023,Machine Pec Flies,5,245,good
10-DEC-2023,Shrugs,10,55,good
10-DEC-2023,Shrugs,10,55,good
10-DEC-2023,Shrugs,10,60,good
10-DEC-2023,Parallel Bar Leg Raise,12,0,good
10-DEC-2023,Parallel Bar Leg Raise,12,0,good
